,b1,b2,b3,b4,M,R,C,accuracy,b1_base,b2_base,b3_base,b4_base,M_base,R_base,C_base,accuracy_base
0,0.3611397264551427,0.22211456725452303,0.1430752940152552,0.09323983193908837,0.15940103396429164,0.28530211867528904,0.26844571583932364,0.8473214285714286,0.4184360237748785,0.2572045530638053,0.16795992204436103,0.10431416915507556,0.18121342513409652,0.25853484578346725,0.263771342204501,0.8610119047619048
1,0.3613768788842539,0.22685756645373853,0.15073931753607492,0.10186808828004322,0.16000156818435823,0.2893000501999042,0.2942938518606057,0.846577380952381,0.41864682815484944,0.2654254813409837,0.18352516853966916,0.1265895989734428,0.18322723015984066,0.27000189237539446,0.34609790131361035,0.8587797619047619
2,0.36681867324112843,0.23083317111418267,0.15322300390621624,0.10408833973798966,0.16256145292339738,0.29511711638901195,0.3665764160893833,0.8467261904761905,0.42500596304103033,0.26641413040614925,0.17845226230690417,0.11524421442606868,0.1847963568043945,0.26323455107277915,0.2751861381546049,0.8644345238095238
3,0.3600035255006114,0.22382458047266238,0.1453661937178031,0.09539792212982282,0.16187589606069946,0.2941722018125014,0.2809424106121015,0.8430059523809523,0.4135856138027442,0.26097449063862393,0.17850467892919566,0.12142888119705768,0.18191968502156672,0.2664247434524478,0.36910895786022807,0.8561011904761905
4,0.37418757776402956,0.24282109977670885,0.16665556130287398,0.11778332981849793,0.16914919209828044,0.3037138393104236,0.3870398427144092,0.8395833333333333,0.429215501288645,0.2739425498239504,0.18770151043452155,0.1273898843042954,0.18906531074693234,0.2734104744048571,0.40464816323553826,0.8571428571428571
5,0.3796417791066567,0.24201006374918263,0.1633192254972558,0.11404533843194385,0.16884578379615986,0.3026177502221324,0.399851071591706,0.8474702380952381,0.42491011011775287,0.26718800374263,0.18033784342393125,0.12019794264197392,0.18480238092461035,0.26287896504627883,0.3448011326861375,0.8580357142857142
6,0.36027769107748153,0.22508957890022077,0.1472444734011884,0.09764621501743911,0.16016504466119275,0.28920698867361183,0.27366026113730335,0.8501488095238096,0.4250134571707169,0.26872586617027877,0.1834727036314512,0.12435402681474218,0.18386912997874216,0.2662430702483152,0.33313003684383685,0.8559523809523809
7,0.37955230844088106,0.23631373336864117,0.1543970570115023,0.10142616134963466,0.1681316846971905,0.2964355388729292,0.31226611645533425,0.8485119047619047,0.4433844727692672,0.2815312185203572,0.1924176056421893,0.13115818601474927,0.19328678460255896,0.2746012397955886,0.3593620260674545,0.8547619047619047
8,0.3646037556185736,0.22931639782355714,0.15117149161419985,0.10147390596693925,0.1631409177031281,0.2925863991605143,0.321458577223554,0.8494047619047619,0.4272414191727889,0.27139537767714256,0.18614656173547192,0.12746601456227408,0.18910663072079778,0.2765468024388725,0.3775224014948515,0.8645833333333334
9,0.35629627727463525,0.2267375826561093,0.15300922066259376,0.10714876695926781,0.15986803077993633,0.29257556271935137,0.3540091810842117,0.8471726190476191,0.41188635073154956,0.26057881904622837,0.17666832867224858,0.1183714415568083,0.18122560622503367,0.26891523963870406,0.3324884066443549,0.8563988095238095
10,0.349735171013344,0.21786055716811653,0.14266876998140282,0.09484760060652839,0.15586664835007175,0.28856063403621934,0.27728433976430755,0.8446428571428571,0.40679400843849234,0.25813244058597273,0.1759304423077761,0.11738942171914425,0.17917954561340582,0.26479110852144777,0.2913625194862225,0.8602678571428571
11,0.3479571431322805,0.21609396387961505,0.1426835231808797,0.09519439032385779,0.15836002233381494,0.2970411449622903,0.3031593317810564,0.8504464285714286,0.40830378299229564,0.25566388843033644,0.17231769851217307,0.11335154691798915,0.1796876356870373,0.26235122709223463,0.3022062229968352,0.8639880952380953
12,0.3600838019465765,0.22529867558164873,0.14817147352397217,0.09699714753907468,0.16085972329325574,0.29185852451964384,0.28679669428693016,0.8492559523809524,0.41314340477329314,0.2597197383331127,0.17598312760016238,0.11684807697707014,0.18014538271920374,0.26488528163715286,0.2782696748809596,0.8599702380952381
13,0.36865684986768676,0.22996177039581014,0.14943901419499872,0.0997608250800163,0.16190306118727868,0.2912018338312702,0.3175789370893928,0.8447916666666667,0.42385143740795544,0.2679087832897643,0.18212975345980773,0.12271409940049241,0.18439608979493902,0.2660404293003009,0.3355769190209755,0.8625
14,0.36695949865758626,0.23441942591151801,0.15708490888491786,0.10671204509073998,0.1649886493416369,0.30143864327450876,0.31948768630000735,0.8450892857142858,0.42587211158527005,0.26713739262581715,0.18275874926774993,0.1237021884660069,0.18592496374663098,0.27295183889577534,0.39219215554539616,0.8546130952380953
15,0.3673489553616092,0.2304471296535085,0.1519670100775036,0.1016584424324969,0.1627367222321697,0.29567385999347556,0.2921711345513534,0.8498511904761905,0.43496537648191036,0.27876904804066593,0.19326529323539013,0.1339680357448972,0.1906973831204895,0.2758273870296695,0.34825487488238716,0.8625
16,0.37515509767060656,0.23830011045781846,0.15907813746222857,0.108491263905166,0.1655277163827874,0.2964123442213122,0.35446028300844495,0.8522321428571429,0.4441516648217763,0.2857618233480434,0.19864036810736282,0.13573833849273584,0.19324667250808933,0.27756875407171844,0.39671450265481467,0.8650297619047619
17,0.3577869438818924,0.22576536034343242,0.14999040529442487,0.10147515039081487,0.1607941462623796,0.29429875670756933,0.31455328201807187,0.8424107142857142,0.4191476814562683,0.2647089940942217,0.17910388169614302,0.11900864764164616,0.1836283418961712,0.26764722136183877,0.3437343335151948,0.8607142857142858
18,0.3617578865690749,0.22939107868189915,0.1549936093402868,0.10789012174458609,0.15926776773391677,0.2941333881685695,0.35116638499335645,0.8501488095238096,0.4088418421776878,0.25749615624903865,0.17362887659147433,0.11591743653152994,0.17854605566060794,0.2621773880212501,0.3063525104496525,0.8592261904761904
19,0.36604310963534065,0.2294941599316302,0.1511965517616392,0.1016730458763542,0.1639765463517185,0.298463372968148,0.35366365742557154,0.846577380952381,0.42091562797274185,0.2659829357251292,0.180595981399721,0.12210152073719872,0.1843793724378794,0.27017378751842197,0.32630757790541126,0.8522321428571429
20,0.37205212515338953,0.23322521600858642,0.1537844954293162,0.10256709902351974,0.16645534440503537,0.2951662869952694,0.33857301140391366,0.8404761904761905,0.4160270676336489,0.2559888142784608,0.16851651197485187,0.10611623799442253,0.1814938615361069,0.2583350819795979,0.2686080659266275,0.8541666666666666
