,b1,b2,b3,b4,M,R,C,accuracy
0,0.348721355031522,0.23352883872905483,0.16027375059175827,0.10718240337948783,0.1925919559500307,0.27738320539170475,0.06894135994945333,0.8744047619047619
1,0.35730526315786465,0.23931831202951576,0.16526134755704322,0.11229468758371516,0.19213637114725574,0.2790469085684741,0.07971237035780732,0.8696428571428572
2,0.3400595434998065,0.22668848252024687,0.15738956338239377,0.10746329077023128,0.1778441001135983,0.2730866117688547,0.07474435217888531,0.8616071428571429
3,0.3419403995936046,0.22609660778967852,0.1553438926606069,0.10436261476172162,0.17603139881182117,0.26284754298669455,0.06688966329843189,0.8675595238095238
4,0.34709021177252397,0.2297156672259271,0.15666512254269835,0.1049717008068072,0.18322718133209218,0.2701904067546812,0.0801276361277982,0.8758928571428571
5,0.3433408389625266,0.2270254834996971,0.15551483248571374,0.10534037056178627,0.17678998261667858,0.26800336015800696,0.06998892455297626,0.8729166666666667
6,0.34349678389438276,0.23091321771181522,0.1594717394641232,0.10839636305182862,0.18937293241804384,0.2747796737068089,0.0861646718168023,0.88125
7,0.3266523107503456,0.21757507760276185,0.15080697480665703,0.10323472608970703,0.17719032525476783,0.2639348143295706,0.06576600172174195,0.8705357142857143
8,0.3362011912640357,0.22499585959409543,0.15482475604663012,0.1041201804818524,0.18093311249723085,0.2683635597138682,0.08251586241932506,0.8654761904761905
9,0.34830990629180486,0.2350662267689554,0.1626895349085719,0.10928012283010652,0.18468600461240475,0.27702480523080497,0.04987788641164113,0.8735119047619048
10,0.33394926927596724,0.22131164560942806,0.15284565787135299,0.10353727977140231,0.174585435469897,0.2593965537131833,0.06989543175385135,0.8678571428571429
11,0.3362736123824302,0.2282761248622482,0.15894368725680408,0.10857650802037175,0.18614891272031986,0.2745354304168687,0.08642008995089229,0.8764880952380952
12,0.3317137445441545,0.21906353431816278,0.15047121018153123,0.10150969331742533,0.17313655995139146,0.2630844887941894,0.10103371848551398,0.8654761904761905
13,0.3310198415938327,0.220775505731186,0.15141190162368034,0.1022510069137778,0.17497236452237133,0.2658085435821349,0.06452578134318089,0.8785714285714286
14,0.33004395057630564,0.21884044253164295,0.14782403395769428,0.09590786220886131,0.18216757827445665,0.2690008476018548,0.08022154246166195,0.868452380952381
15,0.33606087881512675,0.2236341467903779,0.1533135369381119,0.10312839926915522,0.18324397517712107,0.26977223096238645,0.08227024622018533,0.8720238095238095
16,0.3456965840589128,0.22767688867707744,0.1543981317988747,0.10168315579833385,0.18250662368896683,0.2647355081235437,0.07531891881818537,0.8702380952380953
