,Bleu_1,Bleu_2,Bleu_3,Bleu_4,CIDEr,METEOR,ROUGE_L,cand,ref
0,0.12237675832120258,1.787426961246428e-09,4.470874702424113e-12,2.27782715894854e-13,0.0008439747711057957,0.061688588212061295,0.16094986807387862,the heart is normal in size the mediastinum is unremarkable the lungs are hypoinflated but clear,[u'heart size is mildly enlarged tortuous aorta lung volumes are low with central bronchovascular crowding and patchy basilar atelectasis degenerative changes of the spine low volume study without acute process .']
1,0.3922123945507101,0.16697383303682292,0.11073717479855381,0.07636899328978962,0.2839759174985237,0.139641795138214,0.1953562850280224,the cardiac silhouette and pulmonary vasculature are within normal limits there is no pneumothorax or pleural effusion there are no focal areas of consolidation there are small tspine osteophytes noted in the right mid the right th rib,[u'heart size is normal the lungs are clear there are no focal air space consolidations no pleural effusions or pneumothoraces calcified right upper lobe pulmonary granuloma and calcified right hilar lymph xxxx the hilar and mediastinal contours are normal normal pulmonary vascularity .']
2,0.9394130626960491,0.939413062694092,0.9394130626919486,0.9394130626895865,9.59117455066788,0.6410511905542807,0.9644268774703558,cardiac and mediastinal contours are within normal limits the lungs are clear bony structures are intact,[u'cardiac and mediastinal contours are within normal limits the lungs are clear bony structures are intact .']
3,0.37499999999062505,0.24019223070154896,0.1448065155642414,0.09517889238081183,0.3360337319218443,0.1785729183057072,0.3348817567567568,there is a xxxx in the left midlung with mild cardiomegaly there is a pulmonary vascular congestion no focal airspace consolidation no pleural effusion or pneumothorax mild degenerative changes of the thoracic spine with mild cardiomegaly without focal pulmonary edema,[u'cardiomegaly is unchanged stable superior mediastinal contour with tortuous calcified aorta normal pulmonary vascularity no focal air space consolidation pleural effusion or pneumothorax no acute bony abnormality changes of prior right mastectomy stable appearance of the chest .']
4,0.350762955973263,0.22384058863318612,0.14489170462647177,1.7715179008690757e-05,0.04157809206555374,0.15934599323883877,0.38952745849297576,the heart and mediastinum are unremarkable the lungs are clear without infiltrate there is no effusion or pneumothorax,[u'lucency crosses the th left posterior rib visualized portions of the thoracic spine are unremarkable mediastinal contours are normal lungs are clear there is no pneumothorax or large pleural effusion .']
5,0.35897435896515456,0.2915823089807789,0.23978607336128374,0.19783691882981488,0.08659704633928988,0.2167519303113494,0.31330251669234715,the heart pulmonary xxxx and mediastinum are within normal limits there is no pleural effusion or pneumothorax there is no focal air space opacity to suggest a pneumonia there is a small calcified granuloma in the right lung base,[u'the lungs are clear there is no pleural effusion or pneumothorax the heart and mediastinum are normal the skeletal structures short thready changes of the spine .']
6,0.2935875900378124,0.2487622098363877,0.2196550033018255,0.190609162213453,0.07094726979783882,0.20982173661021078,0.4813486370157819,the heart is normal in size the mediastinum is unremarkable the lungs are clear,[u'the heart is normal in size and contour there is no mediastinal widening the lungs are clear bilaterally no large pleural effusion or pneumothorax the xxxx are intact .']
7,0.22789700913145197,0.12641451568401196,0.0846695182049537,1.2593292782273528e-05,0.042254206534432896,0.12117242161294883,0.24400000000000005,the heart is normal in size the mediastinum is unremarkable the lungs are clear,[u'heart size and pulmonary vascularity appear within normal limits the lungs are free of focal airspace disease no pleural effusion or pneumothorax is seen .']
8,0.2893135092977848,0.1127156351356685,8.411347075592655e-07,2.3377445590658383e-09,0.21259252609399837,0.14853311332017222,0.29209896249002393,heart size is normal no focal airspace consolidation no pneumothorax or pleural effusion no acute osseous abnormalities,[u'normal heart size and mediastinal contours no abnormal airspace opacities or large cavitary lung lesions visualized osseous structures are unremarkable in appearance .']
9,0.17329447419123142,0.08823722727759602,5.663188778099349e-07,1.4488518065706194e-09,0.009166680551393332,0.11230524606880081,0.1654611211573237,the cardiomediastinal silhouette is within normal limits for appearance no focal areas of pulmonary consolidation no pneumothorax mild degenerative changes of the thoracic spine no acute bony abnormalities,[u'compared to prior examination from xxxx there has been extubation and removal of central line and enteric tube stable cardiomegaly and mild thoracolumbar dextroscoliosis left basilar opacity xxxx represents chronic fibrosisscar no focal consolidation pneumothorax or effusion no acute osseous abnormality .']
10,0.17617202241206117,2.556172363872618e-09,6.347970485002639e-12,3.2089516726568125e-13,0.042606836221048446,0.0657206870799104,0.12432065217391303,the heart and lungs have xxxx xxxx in the interval both lungs are clear and expanded heart and mediastinum normal,[u'central vascular prominence and diffuse bilateral interstitial and alveolar opacities left basilar airspace opacities no pneumothorax heart size xxxx large xxxx unremarkable no large pleural effusion .']
11,0.24527861368155582,0.12187992302573819,0.07968877968894417,1.1847525867444403e-05,0.07575651005611474,0.23431754162327076,0.3961038961038961,normal heart size clear lungs no pneumothorax or pleural effusion,[u'the heart is normal in size and contour the lungs are clear without evidence of infiltrate there is no pneumothorax or effusion .']
12,0.36666666665444453,0.1947589137374367,1.1064850538656952e-06,2.6614494565584342e-09,0.32115167451531734,0.17218539235790853,0.22676579925650556,the lungs are clear bilaterally specifically no evidence of focal consolidation pneumothorax or pleural effusion cardio mediastinal silhouette is unremarkable visualized osseous structures of the thorax are without acute abnormality,[u'the heart is normal size the mediastinum is unremarkable there is no pleural effusion pneumothorax or focal airspace disease the xxxx are unremarkable .']
13,0.3333333333263889,0.1458649914948234,0.07733595213409626,1.0068921364329411e-05,0.04021264910657941,0.16453317221638922,0.2576804915514593,the heart size is normal the mediastinal contour is within normal limits the lungs are free of any focal infiltrates there are no nodules or masses no visible pneumothorax no visible pleural fluid the xxxx are grossly normal there is no visible free intraperitoneal air under the diaphragm,[u'cardiac size mediastinal contour and pulmonary vascularity are within normal limits no focal consolidation suspicious pulmonary opacity pleural effusion or pneumothorax the visualized osseous structures appear intact no evidence of abnormal radiodense foreign bodies no acute cardiopulmonary abnormalities .']
14,0.315224208052743,0.17858110644603242,0.10987373719724854,1.2978491155250844e-05,0.01914982317493786,0.14865544853950588,0.24723655121591745,there are normal cardiomediastinal silhouette and hilar contours the lungs are normally inflated without evidence of focal airspace disease pleural effusion or pneumothorax osseous structures are within normal limits for patient age no acute cardiopulmonary disease left hilar,[u'the heart size is normal the mediastinal contour is within normal limits the lungs are free of any focal infiltrates there are no nodules or masses no visible pneumothorax no visible pleural fluid the xxxx are grossly normal there is no visible free intraperitoneal air under the diaphragm .']
15,0.21208716120391347,0.15562942860699416,0.10622454269400192,1.3411615218942187e-05,0.013189863641721164,0.19638293128655337,0.3744884038199182,heart size within normal limits no focal airspace disease no pneumothorax no pleural effusions,[u'the cardiomediastinal contours are within normal limits pulmonary vasculature is unremarkable there is no focal airspace opacity no pleural effusion or pneumothorax is seen no acute bony abnormality is identified .']
16,0.1960784313687044,0.06262242910727484,4.309444049146827e-07,1.1363330167951873e-09,0.006305108614658139,0.097665122337011,0.18215752146323255,the heart is mildly enlarged there is mild aortic atherosclerotic calcifications the aorta are atherosclerotic calcifications of the aorta are present with atherosclerotic calcification of the thoracic aorta no focal airspace consolidation or pleural effusion is seen in the right hemidiaphragm no xxxx infiltrates or masses in the right upper quadrant,[u'technically limited study secondary to patient xxxx decreased lung volumes with associated bronchopulmonary crowding without evidence of focal consolidation suspicious pulmonary opacity large pleural effusion or pneumothorax is identified visualized osseous structures appear intact no acute cardiopulmonary abnormality .']
17,0.41294299058625616,0.2709806064202576,0.18833844886847934,0.13281180257830583,0.2959273992061013,0.18536903196316243,0.30708378281193816,the heart size is normal the mediastinal contour is within normal limits there are streaky opacities in the right upper lung which may represent small nodule to suggest or scarring no focal airspace consolidation no pleural effusion or pneumothorax no typical findings of pulmonary edema,[u'heart size and pulmonary vascularity appear within normal limits innumerable bilateral lung nodules are present these are seen diffusely throughout both lungs no superimposed focal airspace disease is seen no pleural effusion or pneumothorax is identified scoliosis is present continued innumerable bilateral small lung nodules .']
18,0.41073369517130925,0.27443299366625473,0.22828981889075223,0.1976821683647287,0.4610407891002141,0.22876344259692202,0.38274509803921564,heart size and pulmonary vascularity are normal lungs are clear no pleural effusions or pneumothorax,[u'no focal lung consolidation no pneumothorax or large pleural effusion heart size and pulmonary vascularity are within normal limits osseous structures are grossly intact .']
19,0.35370182367482306,0.22370067507336955,0.14341906251930392,1.7355615662395518e-05,0.16981723786057976,0.15216230285039098,0.3193717277486911,there are low lung volumes the lungs are otherwise clear the heart and pulmonary xxxx are normal the mediastinal contours are normal there is no pneumothorax,[u'xxxx xxxx and lateral chest examination was obtained the heart silhouette and mediastinal contours are not enlarged there is calcified mediastinal lymph xxxx lungs demonstrate no acute findings there is no effusion or pneumothorax .']
20,0.45454545452479345,0.2548235957069542,1.480754613698758e-06,3.6155462435323534e-09,0.1662984358862274,0.27615069373093937,0.3357798165137615,normal heart size and mediastinal contours no focal airspace consolidation pneumothorax or pleural effusion xxxx xxxx foreign body of the chest xxxx,[u'heart size normal no pneumothorax pleural effusion or focal airspace disease bony structures intact .']
21,0.18575954991993052,3.5195153563790056e-09,9.636384890379958e-12,5.153199013401217e-13,0.06027370586038965,0.09022556390977443,0.13174946004319654,the heart is normal in size the mediastinum is unremarkable the lungs are clear,[u'heart size normal no pneumothorax pleural effusion or focal airspace disease bony structures grossly intact .']
22,0.14032751006129304,0.08635045900314459,0.038757051761083544,4.6509434181203595e-06,2.975005586149773e-15,0.08113597367716302,0.1836888331242158,there is a stable in the right lung base there is no pneumothorax xxxx pleural effusion the heart is not significantly enlarged there are atherosclerotic changes of the aorta arthritic changes of the skeletal structures are noted,[u'there is mild xxxx mentally without pulmonary edema tortuous thoracic aorta unchanged stable positioning of the dualxxxx cardiac xxxx device no visible pneumothorax there is a small left pleural effusion focal airspace consolidation is visualized in the superior segment of the left lower lobe xxxx appreciated on lateral projection increased retrosternal clear space suggesting chronic obstructive pulmonary disease left lower lobe superior segment airspace consolidation radiographic appearance most typical for pneumonia based on patients age a followup chest xxxxx to document resolution is recommended .']
23,0.16666666666111113,0.07580980435531982,5.898807722098707e-07,1.6604746091112763e-09,0.006734994448423619,0.06668667854033794,0.10854092526690391,the lungs are clear bilaterally specifically no evidence of focal consolidation pneumothorax or pleural effusion cardio mediastinal silhouette is unremarkable visualized osseous structures of the thorax are without acute abnormality,[u'left lower lobe calcified granuloma heart size normal no pleural effusion or pneumothorax mild medial right atelectasis mild emphysema emphysema and mild medial right atelectasis .']
24,0.39999999998666674,0.23488808779791684,0.1253683714769749,1.6436148153953708e-05,0.18085135008477604,0.17472586292213782,0.28944246737841045,the lungs are clear bilaterally specifically no evidence of focal consolidation pneumothorax or pleural effusion cardio mediastinal silhouette is unremarkable visualized osseous structures of the thorax are without acute abnormality,[u'the heart size and pulmonary vascularity appear within normal limits the lungs are free of focal airspace disease no pleural effusion or pneumothorax is seen .']
25,0.3199999999872001,0.1999999999918334,0.12025709772787038,1.6767849550070036e-05,0.08713969754686285,0.21675497986491987,0.3141630901287554,the heart size and pulmonary vascularity appear within normal limits the lungs are free of focal airspace disease no pleural effusion or pneumothorax is seen,[u'the heart is normal in size the mediastinum is unremarkable the lungs are clear .']
26,0.40074224224065763,0.2967240218271476,0.21610577424119687,0.148307969844036,0.019784871940257912,0.22542416800355508,0.37743931461208946,the heart size and pulmonary vascularity appear within normal limits the lungs are free of focal airspace disease no pleural effusion or pneumothorax is seen,[u'cardiomediastinal silhouette is within normal limits for size and contour lungs are hyperinflated with flattening of the diaphragms consistent with emphysematous change no evidence of focal airspace disease pleural effusion or pneumothorax multilevel degenerative changes of the spine are noted .']
27,0.33023919987337985,0.11964051654299018,8.67601504258284e-07,2.3681629307491695e-09,0.1392460178311866,0.14755323196632322,0.17566594672426208,normal heart size mediastinal contours no focal airspace consolidation no pleural effusion or pneumothorax mild degenerative changes of the thoracic spine,[u'lungs are clear bilaterally cardiac and mediastinal silhouettes are normal pulmonary vasculature is normal no pneumothorax or pleural effusion no acute bony abnormality .']
28,0.07733444755273096,0.04012687448186767,0.02628452616511209,3.8661589207731755e-06,2.1973499863628223e-06,0.07606183134863018,0.19656283566058,the heart is normal in size the mediastinum is unremarkable the lungs are clear,[u'the cardiac silhouette size is at the upper limits of normal central vascular markings are mildly prominent the lungs are normally inflated with no focal airspace disease pleural effusion or pneumothorax no acute bony abnormality mild central vascular prominence xxxx congestion .']
29,0.24720083507145543,0.09880717061928701,5.852872827276428e-07,1.439102049638144e-09,0.003212115578395273,0.10947795634690007,0.23921568627450981,the heart size and mediastinal contours appear within normal limits no focal airspace opacity pleural effusion or pneumothorax is seen mild blunting of the left costophrenic xxxx,[u'the lungs are clear bilaterally specifically no evidence of focal consolidation pneumothorax or pleural effusion the previously seen right upper lobe mass lesion is not seen in xxxx study cardio mediastinal silhouette is unremarkable visualized osseous structures of the thorax are without acute abnormality .']
30,0.0071321169536081135,0.0026042808921653685,1.9047238582272e-08,5.247473948587974e-11,6.084383216555606e-30,0.033786208257879216,0.053446261682242986,no focal consolidation no pneumothorax or large pleural effusion heart size and mediastinal contour are unremarkable,[u'the trachea is midline the cardiomediastinal silhouette is normal and unchanged compared to prior examination tubular densities overlying the heart xxxx are xxxx coronary artery stents there are small round calcific densities in the bilateral lobes which are unchanged from prior exam and xxxx represent sequelae from old granulomatous disease otherwise lungs are clear without evidence of acute infiltrate or effusion there is no pneumothorax the visualized bony structures reveal no acute abnormalities lateral view reveals mild degenerative changes of the thoracic spine .']
31,0.212707562878705,0.13159966449787686,0.09062105188629917,0.06414527249674488,0.0031371909532192923,0.10308424039540894,0.1922268907563025,the heart and lungs have xxxx xxxx in the interval both lungs are clear and expanded heart and mediastinum normal,[u'the lungs are clear and without focal airspace opacity the cardiomediastinal silhouette is normal in size and contour and stable there is no pneumothorax or large pleural effusion xxxx foreign body in the posterior soft tissues appear stable .']
